node,labels
0,8.722
65,7.36
15,6.964
2,6.938
63,6.396
3,6.296
85,6.196
75,6.144
93,5.934
54,5.806
76,5.766
45,5.752
41,5.74
12,5.736
56,5.686
21,5.65
55,5.576
5,5.564
32,5.518
28,5.504
57,5.502
22,5.458
95,5.436
40,5.394
34,5.318
13,5.292
87,5.286
50,5.216
52,5.208
11,5.17
88,5.128
10,5.112
61,5.03
92,5.02
71,5.012
35,4.986
64,4.984
25,4.96
69,4.946
58,4.926
20,4.922
7,4.892
73,4.88
1,4.828
62,4.82
51,4.754
4,4.754
46,4.754
96,4.728
8,4.716
79,4.708
18,4.708
89,4.682
29,4.662
6,4.656
33,4.634
14,4.484
81,4.432
70,4.408
59,4.37
48,4.368
26,4.33
86,4.262
31,4.258
91,4.234
74,4.228
97,4.218
94,4.152
99,4.13
60,4.128
53,4.094
23,4.082
43,4.078
66,3.992
84,3.886
49,3.86
83,3.854
42,3.85
38,3.774
9,3.766
39,3.592
98,3.466
77,3.438
47,3.402
80,3.382
90,3.374
68,3.27
17,3.184
27,3.124
16,3.098
44,3.046
82,3.03
78,2.934
30,2.912
37,2.852
72,2.686
19,2.512
36,2.496
24,2.452
67,2.42
