node,labels
36,17.118
6,14.81
13,14.136
32,13.58
83,13.406
74,12.018
26,11.328
4,10.928
39,10.63
33,10.326
37,10.184
18,9.49
19,9.444
28,9.31
77,9.194
27,9.184
59,8.89
79,8.498
50,8.394
54,8.256
64,8.144
51,7.922
0,7.702
41,7.288
3,7.238
9,7.06
56,7.054
76,7.052
57,6.958
34,6.846
42,6.6
11,6.472
12,6.384
10,6.372
53,6.25
60,6.11
22,5.918
78,5.908
97,5.826
24,5.78
1,5.716
85,5.712
63,5.572
14,5.528
81,5.472
98,5.266
38,5.228
71,5.196
49,5.1
48,5.094
40,5.006
16,5.004
96,4.992
47,4.908
17,4.568
8,4.53
70,4.372
99,4.368
84,4.356
90,4.326
25,4.262
43,4.25
62,4.248
72,4.212
7,4.21
44,4.066
95,4.062
94,3.94
15,3.936
69,3.924
67,3.506
87,3.506
20,3.484
88,3.43
86,3.346
35,3.22
45,2.804
21,2.75
82,2.75
75,2.648
66,2.614
31,2.604
73,2.598
52,2.582
65,1.878
29,1.876
93,1.872
58,1.87
30,1.864
89,1.864
2,1.862
55,1.858
91,1.846
