id,node1,node2
0,0,1
1,0,49
2,0,28
3,1,2
4,1,3
5,1,49
6,2,3
7,2,4
8,3,4
9,3,5
10,4,5
11,4,6
12,5,6
13,5,7
14,6,7
15,6,8
16,7,8
17,7,9
18,8,9
19,8,10
20,8,25
21,9,10
22,9,11
23,10,11
24,10,12
25,10,41
26,11,12
27,11,13
28,11,48
29,12,13
30,12,14
31,13,15
32,13,24
33,14,15
34,14,16
35,15,16
36,15,17
37,16,17
38,16,18
39,17,18
40,17,19
41,18,19
42,18,20
43,19,20
44,19,21
45,20,21
46,20,22
47,20,32
48,21,22
49,21,23
50,22,23
51,22,24
52,23,24
53,23,25
54,24,25
55,24,29
56,25,26
57,26,27
58,26,28
59,27,28
60,27,29
61,28,29
62,28,30
63,29,30
64,29,31
65,30,31
66,30,32
67,30,34
68,31,32
69,31,33
70,32,33
71,33,34
72,33,35
73,34,35
74,35,36
75,35,37
76,36,37
77,36,38
78,37,38
79,37,39
80,37,42
81,38,39
82,38,40
83,39,40
84,39,41
85,39,48
86,40,41
87,40,42
88,41,42
89,42,43
90,43,44
91,43,45
92,44,45
93,44,46
94,45,46
95,45,47
96,46,47
97,46,48
98,47,48
99,47,49
