id,node1,node2
0,0,4
1,0,6
2,0,14
3,0,16
4,0,17
5,0,18
6,0,20
7,0,21
8,0,24
9,0,25
10,0,28
11,0,31
12,0,33
13,0,34
14,0,35
15,0,36
16,0,37
17,0,38
18,0,39
19,0,45
20,0,47
21,0,49
22,1,5
23,1,8
24,1,10
25,1,11
26,1,14
27,1,15
28,1,16
29,1,17
30,1,25
31,1,26
32,1,27
33,1,29
34,1,31
35,1,32
36,1,38
37,1,41
38,1,45
39,1,48
40,2,3
41,2,4
42,2,6
43,2,7
44,2,10
45,2,11
46,2,13
47,2,14
48,2,15
49,2,16
50,2,18
51,2,19
52,2,20
53,2,21
54,2,22
55,2,25
56,2,27
57,2,30
58,2,32
59,2,33
60,2,37
61,2,41
62,2,45
63,2,46
64,2,48
65,2,49
66,3,8
67,3,10
68,3,13
69,3,15
70,3,18
71,3,20
72,3,29
73,3,30
74,3,34
75,3,40
76,3,41
77,3,42
78,3,48
79,4,5
80,4,12
81,4,13
82,4,15
83,4,16
84,4,19
85,4,23
86,4,26
87,4,27
88,4,38
89,4,41
90,4,45
91,4,46
92,4,49
93,5,9
94,5,10
95,5,11
96,5,12
97,5,14
98,5,16
99,5,20
100,5,21
101,5,22
102,5,27
103,5,28
104,5,29
105,5,30
106,5,32
107,5,34
108,5,36
109,5,37
110,5,38
111,5,40
112,5,41
113,5,42
114,5,43
115,5,44
116,5,45
117,5,46
118,5,47
119,6,8
120,6,12
121,6,18
122,6,21
123,6,23
124,6,25
125,6,27
126,6,28
127,6,30
128,6,31
129,6,35
130,6,37
131,6,42
132,6,43
133,6,44
134,6,45
135,6,48
136,7,10
137,7,11
138,7,13
139,7,19
140,7,20
141,7,21
142,7,28
143,7,30
144,7,33
145,7,35
146,7,36
147,7,41
148,7,44
149,7,45
150,7,49
151,8,10
152,8,11
153,8,17
154,8,21
155,8,26
156,8,31
157,8,34
158,8,35
159,8,36
160,8,39
161,8,41
162,8,45
163,8,46
164,8,48
165,9,11
166,9,20
167,9,24
168,9,26
169,9,29
170,9,33
171,9,34
172,9,38
173,9,40
174,9,41
175,9,46
176,9,48
177,10,11
178,10,14
179,10,17
180,10,19
181,10,20
182,10,25
183,10,26
184,10,27
185,10,28
186,10,32
187,10,34
188,10,37
