node,labels
22,13.566
0,13.292
2,13.068
24,12.14
25,11.376
1,10.994
14,10.98
10,10.658
9,10.612
31,10.092
26,9.836
11,9.748
99,9.636
5,9.628
34,9.474
15,9.446
30,9.408
12,9.352
8,9.252
7,9.25
4,9.224
13,9.01
29,8.988
47,8.928
6,8.848
21,8.768
77,8.74
28,8.718
27,8.666
20,8.65
79,8.294
85,8.228
3,8.204
57,8.178
23,7.91
94,7.902
50,7.82
32,7.686
98,7.62
67,7.146
96,7.058
49,7.008
33,6.968
48,6.914
72,6.874
46,6.73
35,6.646
17,6.354
65,6.276
36,6.196
69,6.156
55,6.096
78,5.812
59,5.77
19,5.654
86,5.624
56,5.568
58,5.564
18,5.482
16,5.406
66,5.374
62,5.366
52,5.34
37,5.298
83,5.2
84,5.186
45,5.174
88,5.114
38,4.992
75,4.976
60,4.88
39,4.858
53,4.788
63,4.756
82,4.696
68,4.688
87,4.678
89,4.662
73,4.66
54,4.646
70,4.636
97,4.586
44,4.578
71,4.568
51,4.544
42,4.464
61,4.432
76,4.426
90,4.372
64,4.35
81,4.316
74,4.314
41,4.29
80,4.266
40,4.228
43,4.15
92,3.776
91,3.77
93,3.368
95,2.972
