node,labels
1,8.576
87,8.556
25,7.506
2,7.454
13,7.244
9,7.11
20,6.94
0,6.854
36,6.844
14,6.768
35,6.674
21,6.308
96,6.218
11,6.198
44,6.184
62,6.176
38,6.172
32,6.14
12,6.098
31,5.88
45,5.822
34,5.762
85,5.648
46,5.632
88,5.62
6,5.55
49,5.486
43,5.482
30,5.418
61,5.41
97,5.168
98,5.166
63,5.166
94,5.164
75,5.162
68,5.156
50,5.114
23,5.11
65,5.03
93,5.026
90,5.018
57,4.928
80,4.926
74,4.908
86,4.852
7,4.762
16,4.74
78,4.734
8,4.72
39,4.72
53,4.644
59,4.586
73,4.546
95,4.514
76,4.496
60,4.488
42,4.444
91,4.292
24,4.274
52,4.18
82,4.172
33,4.114
37,4.104
22,4.084
58,4.06
28,4.05
4,4.016
47,3.992
67,3.98
51,3.97
26,3.914
41,3.91
56,3.832
81,3.812
83,3.81
18,3.78
70,3.772
5,3.74
92,3.734
71,3.718
66,3.7
3,3.644
99,3.58
84,3.528
15,3.446
55,3.388
27,3.342
69,3.3
19,3.254
64,3.224
54,3.15
77,3.108
89,2.878
10,2.702
48,2.536
17,2.482
40,2.328
79,2.014
29,1.976
72,1.616
