node,labels
0,9.262
3,8.996
5,8.564
4,8.35
2,7.724
1,7.286
6,7.208
98,7.142
7,6.942
99,6.928
9,6.378
95,6.334
28,6.198
94,6.076
96,5.962
97,5.826
8,5.822
22,5.808
10,5.786
33,5.752
23,5.736
25,5.716
72,5.664
43,5.65
35,5.618
42,5.57
74,5.536
67,5.51
37,5.482
11,5.406
20,5.396
68,5.35
70,5.348
38,5.34
19,5.31
18,5.308
77,5.308
31,5.218
57,5.178
88,5.17
14,5.142
41,5.034
34,4.994
15,4.962
13,4.96
40,4.948
71,4.876
17,4.872
39,4.83
26,4.72
12,4.718
56,4.712
52,4.678
29,4.658
32,4.654
47,4.644
44,4.622
45,4.602
30,4.594
24,4.538
76,4.52
65,4.518
58,4.512
89,4.442
61,4.418
79,4.402
78,4.394
69,4.376
21,4.322
36,4.322
16,4.32
75,4.284
73,4.214
80,4.2
50,4.178
87,4.158
63,4.12
66,4.114
55,4.1
46,4.09
48,4.09
27,4.084
83,4.054
84,4.024
54,4.0
51,3.962
91,3.96
49,3.956
53,3.916
93,3.916
81,3.878
62,3.84
60,3.83
85,3.82
59,3.52
82,3.488
86,3.434
92,3.398
64,3.334
90,3.16
