node,labels
0,41.0
1,41.0
99,41.0
2,38.0
3,37.0
4,36.0
5,35.0
91,35.0
28,31.0
27,31.0
29,30.0
30,25.0
31,24.0
32,23.0
33,22.0
34,21.0
35,20.0
14,19.0
15,19.0
36,19.0
16,18.0
66,18.0
37,18.0
38,17.0
12,16.0
13,16.0
39,16.0
69,15.0
17,15.0
19,15.0
40,15.0
68,15.0
18,14.0
41,14.0
6,13.0
7,13.0
84,13.0
42,13.0
20,12.0
43,12.0
21,11.0
44,11.0
8,10.0
22,10.0
45,10.0
52,10.0
53,10.0
9,9.0
23,9.0
46,9.0
54,9.0
10,8.0
24,8.0
47,8.0
55,8.0
74,8.0
75,8.0
11,7.0
25,7.0
48,7.0
56,7.0
76,7.0
78,7.0
79,7.0
62,6.0
26,6.0
49,6.0
57,6.0
61,6.0
70,6.0
71,6.0
77,6.0
80,6.0
50,5.0
58,5.0
63,5.0
72,5.0
93,5.0
81,5.0
85,5.0
86,5.0
97,4.0
51,4.0
59,4.0
73,4.0
96,4.0
82,4.0
90,4.0
87,4.0
92,4.0
94,4.0
67,3.0
60,3.0
64,3.0
65,3.0
88,3.0
89,3.0
95,3.0
83,2.0
98,2.0
