id,node1,node2
0,0,1
1,0,49
2,0,2
3,0,48
4,0,3
5,0,47
6,0,4
7,0,5
8,0,45
9,0,6
10,0,44
11,0,7
12,0,43
13,0,8
14,0,42
15,0,9
16,0,41
17,0,10
18,0,40
19,0,29
20,1,2
21,1,3
22,1,49
23,1,48
24,1,5
25,1,47
26,1,6
27,1,46
28,1,7
29,1,45
30,1,8
31,1,9
32,1,43
33,1,10
34,1,42
35,1,11
36,1,41
37,1,12
38,2,3
39,2,4
40,2,5
41,2,6
42,2,48
43,2,7
44,2,47
45,2,8
46,2,46
47,2,9
48,2,45
49,2,10
50,2,44
51,2,11
52,2,43
53,2,12
54,2,32
55,3,4
56,3,5
57,3,6
58,3,7
59,3,49
60,3,8
61,3,48
62,3,9
63,3,47
64,3,10
65,3,46
66,3,11
67,3,45
68,3,12
69,3,44
70,3,13
71,3,43
72,4,6
73,4,7
74,4,8
75,4,49
76,4,10
77,4,48
78,4,11
79,4,47
80,4,12
81,4,46
82,4,13
83,4,14
84,4,44
85,4,23
86,4,38
87,5,6
88,5,7
89,5,8
90,5,9
91,5,10
92,5,11
93,5,49
94,5,12
95,5,48
96,5,13
97,5,47
98,5,14
99,5,46
100,5,15
101,5,45
102,5,22
103,5,26
104,6,7
105,6,8
106,6,9
107,6,10
108,6,11
109,6,12
110,6,49
111,6,14
112,6,48
113,6,15
114,6,47
115,6,16
116,6,23
117,6,21
118,7,8
119,7,9
120,7,10
121,7,11
122,7,12
123,7,13
124,7,14
125,7,49
126,7,16
127,7,48
128,7,17
129,7,39
130,7,36
131,8,9
132,8,11
133,8,12
134,8,13
135,8,14
136,8,16
137,8,17
138,8,49
139,8,18
140,8,48
141,8,26
142,8,22
143,8,31
144,9,10
145,9,11
146,9,12
147,9,13
148,9,14
149,9,15
150,9,16
151,9,17
152,9,18
153,9,19
154,9,34
155,9,28
156,10,11
157,10,12
158,10,13
159,10,14
160,10,15
161,10,16
162,10,17
163,10,18
164,10,19
165,10,20
166,10,32
167,11,13
168,11,14
169,11,15
170,11,16
171,11,17
172,11,18
173,11,19
174,11,20
175,11,21
176,11,40
177,11,39
178,11,32
179,12,13
180,12,14
181,12,15
182,12,17
183,12,19
184,12,20
185,12,22
186,12,49
187,12,28
188,12,35
189,12,32
190,12,42
191,13,14
192,13,15
193,13,16
194,13,17
195,13,19
196,13,20
197,13,21
198,13,22
199,13,23
200,13,29
201,13,31
202,13,30
203,14,15
204,14,16
205,14,17
206,14,18
207,14,19
208,14,20
209,14,21
210,14,22
211,14,23
212,14,24
213,15,16
214,15,17
215,15,18
216,15,19
217,15,20
218,15,21
219,15,22
220,15,42
221,15,39
222,15,37
223,15,46
224,16,17
225,16,18
226,16,20
227,16,22
228,16,23
229,16,24
230,16,25
231,16,26
232,16,28
233,16,48
234,16,44
235,17,18
236,17,19
237,17,20
238,17,21
239,17,22
240,17,24
241,17,25
242,17,26
243,17,27
244,17,30
245,18,19
246,18,20
247,18,21
248,18,22
249,18,23
250,18,24
251,18,25
252,18,26
253,18,27
254,18,28
255,18,46
256,19,20
257,19,21
258,19,22
259,19,23
260,19,24
261,19,25
262,19,26
263,19,27
264,19,28
265,19,29
266,20,21
267,20,22
268,20,23
269,20,24
270,20,25
271,20,26
272,20,27
273,20,28
274,20,29
275,20,30
276,21,22
277,21,23
278,21,25
279,21,26
280,21,27
281,21,28
282,21,29
283,21,30
284,21,31
285,21,48
286,22,24
287,22,25
288,22,26
289,22,27
290,22,29
291,22,30
292,22,31
293,22,32
294,23,24
295,23,25
296,23,26
297,23,27
298,23,28
299,23,30
300,23,31
301,23,32
302,23,33
303,23,35
304,24,25
305,24,26
306,24,27
307,24,28
308,24,29
309,24,30
310,24,31
311,24,32
312,24,33
313,24,34
314,24,42
315,25,26
316,25,27
317,25,28
318,25,29
319,25,30
320,25,31
321,25,32
322,25,33
323,25,34
324,25,35
325,26,27
326,26,28
327,26,29
328,26,30
329,26,32
330,26,33
331,26,34
332,26,35
333,26,46
334,26,49
335,27,28
336,27,29
337,27,30
338,27,31
339,27,32
340,27,33
341,27,34
342,27,35
343,27,36
344,27,37
345,27,46
346,28,29
347,28,30
348,28,31
349,28,32
350,28,33
351,28,34
352,28,35
353,28,37
354,28,38
355,28,45
356,28,47
357,29,30
358,29,31
359,29,35
360,29,37
361,29,38
362,29,39
363,29,42
364,29,43
365,30,31
366,30,32
367,30,33
368,30,34
369,30,35
370,30,36
371,30,38
372,30,39
373,30,40
374,31,32
375,31,33
376,31,34
377,31,35
378,31,36
379,31,38
380,31,39
381,31,40
