node,labels
71,8.51
37,8.24
48,7.778
52,7.444
1,7.258
43,7.15
0,7.106
74,7.094
29,7.02
92,6.738
93,6.688
49,6.68
56,6.64
90,6.574
65,6.518
67,6.484
10,6.298
44,6.22
30,6.184
19,6.134
87,6.13
3,6.056
2,6.008
51,5.858
45,5.776
18,5.748
69,5.742
5,5.694
89,5.546
53,5.546
85,5.466
17,5.462
72,5.398
22,5.346
26,5.298
40,5.23
9,5.138
50,5.1
28,5.088
60,5.02
47,5.002
70,4.998
32,4.844
84,4.832
68,4.808
61,4.772
34,4.734
62,4.686
57,4.664
24,4.612
99,4.594
73,4.542
88,4.508
23,4.452
46,4.418
4,4.414
77,4.318
96,4.266
41,4.238
91,4.128
21,4.104
81,4.074
12,4.056
33,3.942
16,3.916
64,3.892
76,3.75
14,3.722
82,3.658
13,3.59
42,3.542
54,3.51
66,3.426
80,3.392
7,3.374
98,3.348
38,3.338
36,3.304
86,3.222
8,3.172
55,3.172
11,3.164
15,3.12
95,3.118
63,3.11
78,3.102
97,3.072
27,2.854
75,2.85
58,2.84
6,2.748
79,2.678
31,2.676
39,2.66
83,2.552
59,2.34
94,2.316
20,2.042
25,1.996
35,1.76
