node,labels
27,9.312
21,8.868
77,8.626
51,8.252
94,8.198
3,7.766
95,7.724
71,7.698
69,7.524
16,7.398
4,7.21
67,7.14
57,6.898
41,6.78
13,6.768
31,6.632
1,6.608
83,6.336
2,6.294
59,6.256
35,6.23
37,6.1
14,6.098
9,6.056
82,6.028
70,5.922
64,5.838
86,5.814
60,5.608
23,5.516
81,5.46
78,5.458
30,5.436
88,5.388
42,5.324
79,5.264
19,5.156
90,5.132
75,4.822
50,4.812
22,4.786
15,4.766
91,4.708
65,4.692
7,4.68
74,4.634
38,4.596
87,4.548
85,4.51
11,4.5
6,4.472
45,4.41
25,4.372
89,4.19
47,4.188
92,4.166
48,4.076
36,4.028
39,4.022
84,3.93
24,3.862
56,3.85
63,3.806
61,3.736
66,3.656
97,3.636
49,3.594
55,3.552
20,3.528
44,3.462
29,3.426
93,3.342
99,3.332
58,3.272
73,3.25
8,3.216
10,3.136
43,3.064
76,2.992
18,2.98
28,2.938
46,2.912
68,2.762
34,2.63
12,2.534
80,2.514
52,2.458
32,2.326
33,2.262
26,2.198
62,2.174
40,2.168
54,1.99
5,1.832
96,1.772
17,1.744
98,1.59
72,1.364
