node,labels
0,30.0
1,30.0
99,30.0
13,28.0
14,28.0
2,27.0
15,27.0
3,26.0
12,26.0
81,26.0
16,26.0
48,26.0
17,24.0
18,23.0
47,23.0
4,21.0
62,21.0
19,20.0
20,19.0
71,19.0
5,18.0
6,17.0
21,17.0
7,16.0
50,16.0
8,15.0
88,15.0
49,15.0
51,15.0
30,13.0
29,13.0
52,13.0
31,12.0
38,12.0
39,12.0
53,12.0
40,11.0
63,11.0
54,11.0
55,10.0
22,9.0
23,9.0
32,9.0
41,9.0
66,9.0
65,9.0
72,9.0
73,9.0
24,8.0
33,8.0
42,8.0
67,8.0
74,8.0
25,7.0
34,7.0
43,7.0
75,7.0
26,6.0
35,6.0
95,6.0
56,6.0
57,6.0
68,6.0
76,6.0
89,6.0
90,6.0
94,6.0
27,5.0
36,5.0
58,5.0
69,5.0
70,5.0
77,5.0
91,5.0
96,5.0
28,4.0
37,4.0
59,4.0
78,4.0
83,4.0
84,4.0
92,4.0
9,3.0
10,3.0
11,3.0
64,3.0
44,3.0
45,3.0
46,3.0
60,3.0
61,3.0
87,3.0
79,3.0
80,3.0
85,3.0
86,3.0
93,3.0
97,3.0
98,3.0
82,2.0
