node,labels
84,16.01
19,15.69
54,15.486
1,14.686
92,14.156
56,14.124
14,13.32
87,12.966
34,12.826
86,12.448
47,12.272
7,11.884
4,11.288
67,11.282
74,10.984
70,10.48
2,9.456
21,9.29
51,8.964
18,8.65
38,7.97
12,7.908
79,7.742
39,7.474
89,7.26
93,6.998
50,6.79
10,6.756
33,6.648
96,6.55
83,6.466
15,6.422
49,5.834
6,5.586
41,5.524
20,5.352
5,5.284
72,5.204
48,5.116
77,5.106
68,5.072
45,4.956
66,4.888
62,4.326
63,4.226
37,4.196
22,4.188
88,4.174
36,4.104
91,4.04
78,3.874
31,3.836
8,3.698
42,3.626
3,3.594
61,3.574
40,3.508
30,3.46
35,3.188
65,3.138
13,3.078
32,3.042
16,3.04
82,2.824
25,2.808
64,2.698
90,2.66
28,2.646
17,2.462
23,2.386
26,2.37
44,2.348
43,2.176
58,2.134
71,1.72
80,1.702
73,1.692
95,1.684
52,1.67
81,1.666
85,1.662
57,1.66
