node,labels
97,16.902
10,16.63
40,15.008
13,14.802
5,14.756
12,13.892
15,13.216
14,12.448
89,12.442
41,12.028
18,11.874
86,11.838
6,11.722
3,11.594
24,11.35
1,11.23
85,11.098
44,10.608
54,10.276
58,10.262
37,10.178
4,9.948
25,9.876
98,9.606
0,9.6
34,9.532
74,9.502
87,9.394
92,9.29
80,9.24
71,9.208
50,8.724
82,8.35
76,7.734
17,7.154
28,7.112
35,6.61
29,6.608
55,6.604
11,6.276
70,6.22
20,5.9
65,5.848
21,5.836
47,5.828
83,5.764
56,5.758
19,5.456
30,5.186
79,5.124
60,4.918
16,4.76
33,4.752
99,4.642
8,4.534
52,4.422
39,4.094
26,4.012
46,3.992
9,3.91
42,3.9
23,3.882
88,3.77
32,3.636
63,3.592
67,3.084
84,3.074
22,3.054
90,2.968
78,2.656
77,2.638
95,2.564
91,2.514
48,2.496
96,2.48
27,2.36
2,2.352
94,2.346
7,2.342
72,1.778
93,1.756
45,1.75
59,1.734
81,1.726
64,1.712
69,1.708
