node,labels
20,9.52
41,8.758
55,8.122
38,7.824
67,7.814
3,7.5
77,7.486
49,7.39
95,7.356
97,7.104
75,6.92
18,6.834
39,6.816
0,6.792
1,6.744
94,6.736
52,6.648
5,6.586
48,6.556
87,6.54
21,6.406
89,6.338
62,6.284
47,6.26
54,6.134
90,6.12
25,6.092
68,6.044
9,5.998
91,5.966
46,5.928
56,5.848
60,5.724
72,5.688
58,5.684
15,5.674
99,5.65
8,5.57
11,5.506
10,5.502
76,5.468
93,5.452
2,5.416
50,5.38
37,5.354
34,5.296
7,5.21
4,5.192
16,5.036
83,5.034
13,4.998
29,4.946
12,4.872
14,4.836
85,4.794
44,4.748
59,4.71
43,4.672
19,4.668
51,4.536
65,4.488
30,4.482
69,4.33
36,4.262
35,4.252
22,4.246
63,4.226
73,4.202
27,4.198
78,4.07
84,3.976
61,3.89
66,3.808
64,3.806
74,3.78
71,3.698
23,3.56
88,3.546
57,3.494
33,3.478
24,3.384
79,3.384
26,3.338
42,3.334
86,3.296
6,3.288
70,3.248
31,3.238
40,3.01
98,2.97
81,2.926
17,2.918
53,2.818
92,2.774
82,2.708
80,2.622
45,2.412
32,2.328
28,2.09
96,2.064
