node,labels
8,10.698
11,10.074
34,9.556
3,8.886
5,8.86
0,8.768
4,8.73
6,8.48
1,8.308
99,8.164
7,8.122
2,7.906
12,7.364
15,7.056
13,7.05
19,6.988
14,6.958
17,6.89
31,6.878
25,6.862
47,6.72
10,6.67
20,6.648
98,6.562
18,6.328
97,6.22
16,6.212
63,6.176
36,6.164
56,6.16
35,6.136
33,5.994
32,5.948
44,5.94
9,5.93
60,5.848
40,5.814
22,5.798
24,5.768
70,5.744
45,5.744
65,5.738
27,5.708
37,5.62
78,5.538
57,5.49
21,5.482
30,5.408
96,5.388
67,5.38
68,5.272
23,5.266
81,5.254
84,5.198
54,5.146
69,5.124
26,5.062
62,5.056
41,5.052
92,5.032
48,4.962
58,4.916
59,4.91
38,4.894
42,4.844
43,4.794
46,4.77
49,4.756
73,4.752
82,4.75
39,4.748
66,4.724
77,4.668
75,4.582
95,4.462
53,4.446
74,4.392
50,4.35
76,4.326
55,4.31
28,4.23
87,4.164
29,4.154
51,4.148
89,4.058
80,4.058
91,4.02
64,4.012
52,3.976
72,3.968
94,3.908
88,3.882
79,3.878
90,3.826
71,3.456
61,3.434
86,3.268
85,3.238
93,3.23
83,3.054
