node,labels
25,23.0
26,23.0
18,22.0
19,22.0
27,22.0
20,21.0
28,21.0
21,20.0
29,20.0
22,19.0
30,19.0
0,18.0
1,18.0
99,18.0
23,18.0
52,18.0
51,18.0
24,17.0
53,17.0
75,16.0
74,16.0
54,15.0
76,15.0
2,14.0
38,14.0
39,14.0
55,14.0
3,13.0
40,13.0
56,13.0
77,13.0
4,12.0
31,12.0
32,12.0
41,12.0
57,12.0
78,12.0
5,11.0
33,11.0
42,11.0
58,11.0
79,11.0
6,10.0
7,10.0
8,10.0
34,10.0
43,10.0
59,10.0
80,10.0
68,9.0
9,9.0
35,9.0
44,9.0
60,9.0
67,9.0
81,9.0
10,8.0
36,8.0
45,8.0
61,8.0
69,8.0
82,8.0
88,7.0
11,7.0
12,7.0
37,7.0
46,7.0
62,7.0
83,7.0
87,7.0
13,6.0
93,6.0
47,6.0
63,6.0
70,6.0
84,6.0
89,6.0
92,6.0
14,5.0
48,5.0
64,5.0
71,5.0
85,5.0
94,5.0
98,5.0
15,4.0
17,4.0
49,4.0
65,4.0
72,4.0
97,4.0
90,4.0
96,4.0
16,3.0
50,3.0
66,3.0
73,3.0
91,3.0
95,3.0
86,2.0
