node,labels
0,26.0
1,26.0
99,26.0
2,24.0
3,23.0
55,23.0
14,22.0
15,22.0
4,21.0
74,21.0
16,21.0
30,20.0
29,20.0
31,19.0
5,18.0
77,18.0
32,17.0
33,16.0
6,15.0
98,15.0
34,15.0
56,15.0
57,15.0
35,14.0
58,14.0
36,13.0
59,13.0
7,12.0
37,12.0
60,12.0
8,11.0
38,11.0
61,11.0
63,11.0
64,11.0
9,10.0
20,10.0
21,10.0
39,10.0
62,10.0
65,10.0
88,10.0
89,10.0
10,9.0
17,9.0
18,9.0
22,9.0
40,9.0
87,9.0
66,9.0
68,9.0
78,9.0
79,9.0
86,9.0
90,9.0
11,8.0
19,8.0
75,8.0
23,8.0
41,8.0
67,8.0
80,8.0
91,8.0
12,7.0
24,7.0
42,7.0
81,7.0
92,7.0
13,6.0
48,6.0
25,6.0
43,6.0
47,6.0
69,6.0
82,6.0
93,6.0
52,5.0
26,5.0
44,5.0
49,5.0
51,5.0
70,5.0
83,5.0
94,5.0
27,4.0
45,4.0
53,4.0
71,4.0
84,4.0
95,4.0
28,3.0
46,3.0
50,3.0
54,3.0
72,3.0
73,3.0
85,3.0
96,3.0
97,3.0
76,2.0
