node,labels
36,14.99
11,13.676
71,13.262
5,12.992
7,12.768
68,11.854
93,11.794
51,11.776
39,11.53
69,11.454
49,11.162
76,11.028
97,10.326
25,10.202
0,9.764
65,9.476
28,9.216
90,9.14
1,9.126
99,9.086
48,9.014
26,8.71
44,8.61
12,8.42
63,8.212
8,8.1
4,7.96
53,7.96
78,7.848
33,7.728
81,7.4
75,6.978
61,6.768
32,6.716
86,6.632
3,6.302
66,6.272
79,6.116
67,5.992
16,5.976
82,5.492
46,5.314
2,5.024
87,4.962
77,4.708
84,4.698
42,4.674
6,4.614
9,4.532
41,4.466
94,4.41
95,4.322
17,4.306
96,4.164
64,4.052
72,4.004
73,3.98
13,3.968
45,3.89
70,3.848
40,3.69
74,3.688
21,3.572
34,3.472
47,3.436
37,3.428
59,3.41
19,3.164
80,3.116
85,3.048
20,2.682
43,2.654
91,2.652
60,2.628
62,2.522
55,2.522
10,2.506
58,2.476
92,2.462
88,2.446
23,1.866
38,1.828
18,1.824
27,1.806
83,1.804
98,1.8
