node,labels
0,8.648
3,8.18
1,7.846
8,7.636
7,7.356
2,7.282
99,7.25
4,7.116
5,7.074
6,6.338
70,6.334
42,6.246
98,6.242
97,6.216
96,5.97
20,5.928
11,5.818
10,5.74
15,5.662
69,5.654
18,5.586
95,5.582
33,5.568
56,5.502
73,5.384
13,5.364
30,5.288
29,5.21
38,5.17
66,5.16
60,5.142
74,5.11
14,5.108
43,5.074
28,5.034
71,4.968
19,4.944
9,4.934
34,4.928
27,4.904
44,4.892
72,4.79
55,4.786
41,4.786
12,4.78
37,4.778
23,4.756
90,4.748
85,4.746
22,4.734
68,4.73
65,4.71
25,4.7
94,4.686
54,4.684
17,4.632
35,4.628
50,4.628
51,4.626
45,4.612
32,4.61
40,4.592
91,4.568
93,4.522
31,4.498
48,4.46
76,4.454
52,4.438
47,4.38
53,4.368
81,4.266
49,4.264
16,4.25
87,4.166
80,4.158
24,4.132
79,4.112
57,4.112
78,4.088
36,4.068
61,4.064
88,4.038
75,4.034
46,4.024
39,3.98
58,3.946
26,3.9
83,3.892
59,3.886
77,3.886
63,3.884
62,3.834
21,3.832
92,3.806
86,3.798
67,3.702
64,3.694
84,3.596
82,3.562
89,3.528
