node,labels
5,8.928
17,8.384
14,8.208
23,8.188
1,8.162
3,8.118
16,8.058
6,7.876
2,7.87
48,7.406
15,7.292
12,7.286
22,7.012
21,6.962
7,6.88
0,6.654
26,6.564
24,6.528
36,6.478
20,6.382
11,6.336
39,6.182
28,6.146
27,6.116
49,6.078
25,6.026
41,6.024
72,6.016
54,5.942
40,5.932
29,5.922
37,5.84
83,5.836
4,5.82
50,5.808
63,5.746
19,5.728
53,5.708
99,5.704
9,5.692
46,5.69
45,5.67
18,5.616
87,5.604
57,5.59
74,5.582
52,5.562
85,5.492
55,5.486
47,5.484
35,5.46
13,5.452
60,5.45
31,5.432
80,5.398
33,5.388
8,5.37
90,5.368
75,5.258
73,5.194
34,5.164
43,5.112
84,5.11
70,5.074
10,5.07
38,5.056
56,5.052
71,5.04
65,5.012
51,5.004
91,4.908
30,4.904
96,4.866
42,4.772
66,4.76
86,4.738
58,4.67
82,4.668
88,4.614
59,4.612
77,4.464
98,4.418
62,4.4
32,4.342
64,4.342
44,4.336
67,4.32
78,4.244
92,4.222
93,4.078
69,4.034
61,4.02
97,3.99
95,3.98
79,3.948
81,3.772
76,3.578
89,3.466
68,3.294
94,2.924
