node,labels
2,10.032
5,9.564
1,9.094
3,8.978
10,8.606
4,8.384
6,8.252
8,7.938
14,7.866
0,7.848
12,7.806
7,7.804
30,7.802
22,7.752
29,7.294
13,7.252
17,7.23
99,7.194
32,7.17
9,7.144
15,7.14
31,7.13
39,7.096
11,7.066
16,6.896
33,6.874
21,6.86
26,6.82
35,6.78
38,6.646
98,6.626
28,6.624
37,6.59
19,6.528
36,6.488
23,6.442
25,6.406
27,6.392
67,6.278
18,6.274
20,5.964
47,5.878
97,5.788
41,5.766
54,5.708
34,5.59
59,5.448
40,5.4
90,5.31
42,5.3
64,5.284
49,5.258
60,5.258
61,5.198
24,5.162
68,5.112
65,5.106
51,5.102
66,5.048
63,5.038
75,4.962
53,4.888
52,4.844
44,4.826
69,4.824
57,4.794
56,4.722
89,4.718
46,4.682
70,4.542
73,4.52
50,4.508
76,4.486
77,4.482
72,4.458
87,4.432
96,4.382
74,4.374
91,4.334
93,4.324
43,4.298
78,4.29
88,4.274
71,4.202
45,4.166
55,4.134
79,4.008
48,3.986
58,3.984
86,3.892
62,3.884
80,3.876
82,3.842
85,3.84
83,3.77
95,3.532
84,3.486
81,3.058
94,2.872
92,2.824
