node,labels
3,7.636
62,7.596
63,7.208
50,6.858
15,6.718
47,6.698
9,6.522
96,6.386
66,6.334
35,6.324
89,6.262
24,6.236
60,6.158
0,6.078
21,6.072
2,5.984
54,5.93
76,5.904
1,5.9
29,5.866
53,5.792
80,5.722
75,5.64
51,5.634
68,5.578
84,5.574
34,5.502
94,5.484
41,5.438
6,5.36
48,5.28
31,5.238
88,5.236
33,5.228
37,5.198
39,5.19
77,5.166
32,5.114
28,5.094
45,5.052
49,5.042
22,5.034
14,4.982
27,4.956
19,4.91
40,4.828
23,4.78
97,4.78
36,4.776
56,4.736
83,4.716
90,4.604
4,4.492
46,4.49
30,4.402
38,4.378
55,4.36
72,4.334
26,4.212
74,4.208
20,4.186
69,4.184
7,4.132
57,4.116
79,4.014
78,3.936
61,3.776
70,3.756
43,3.698
25,3.688
86,3.61
16,3.602
8,3.576
5,3.486
98,3.482
44,3.46
12,3.422
99,3.394
59,3.372
13,3.312
11,3.306
87,3.292
95,3.164
18,3.146
81,3.134
93,3.116
52,3.028
42,2.98
91,2.944
92,2.91
73,2.862
71,2.852
58,2.742
10,2.622
85,2.604
64,2.596
65,2.376
67,2.126
82,1.988
17,1.984
