id,node1,node2
0,0,1
1,0,4
2,0,5
3,0,6
4,0,7
5,0,16
6,0,24
7,0,28
8,0,31
9,0,34
10,0,35
11,0,46
12,0,49
13,1,2
14,1,7
15,1,10
16,1,17
17,1,18
18,1,21
19,1,24
20,1,25
21,1,26
22,1,27
23,1,29
24,1,31
25,1,40
26,1,42
27,1,44
28,1,46
29,1,49
30,2,3
31,2,9
32,2,11
33,2,12
34,2,16
35,2,17
36,2,19
37,2,24
38,2,38
39,2,41
40,2,42
41,2,44
42,2,45
43,2,46
44,2,49
45,3,5
46,3,15
47,3,16
48,3,21
49,3,22
50,3,26
51,3,29
52,3,31
53,3,48
54,4,5
55,4,8
56,4,14
57,4,15
58,4,18
59,4,32
60,4,37
61,4,41
62,4,46
63,5,6
64,5,9
65,5,10
66,5,13
67,5,14
68,5,18
69,5,27
70,5,33
71,5,39
72,6,14
73,6,30
74,6,32
75,6,37
76,6,40
77,6,47
78,7,10
79,7,13
80,7,16
81,7,20
82,7,22
83,7,32
84,7,35
85,7,40
86,7,45
87,7,48
88,8,15
89,8,18
90,8,22
91,8,23
92,8,27
93,8,29
94,8,31
95,8,35
96,8,37
97,8,39
98,8,45
99,9,15
100,9,16
101,9,21
102,9,22
103,9,23
104,9,25
105,9,26
106,9,32
107,9,38
108,9,44
109,9,45
110,9,46
111,10,11
112,10,27
113,10,31
114,10,33
115,10,38
116,11,14
117,11,18
118,11,20
119,11,22
120,11,28
121,11,30
122,11,33
123,11,34
124,11,35
125,11,40
126,11,45
127,11,47
128,12,16
129,12,17
130,12,40
131,12,43
132,12,46
133,12,47
134,13,15
135,13,16
136,13,22
137,13,27
138,13,29
139,13,35
140,13,37
141,13,39
142,13,46
143,14,15
144,14,18
145,14,23
146,14,25
147,14,30
148,14,35
149,14,40
150,14,49
151,15,21
152,15,24
153,15,31
154,15,35
155,15,42
156,15,43
157,15,46
158,16,30
159,16,32
160,16,47
161,17,18
162,17,25
163,17,26
164,17,36
165,17,43
166,17,45
167,18,20
168,18,25
169,18,31
170,18,32
171,18,34
172,18,36
173,18,37
174,18,40
175,18,42
176,18,48
177,18,49
178,19,23
179,19,27
180,19,28
181,19,45
182,19,49
183,20,23
184,20,31
185,20,32
186,20,34
187,20,36
188,20,38
189,20,39
190,20,43
191,21,28
192,21,33
193,21,40
194,21,45
195,21,49
196,22,23
197,22,25
198,22,26
199,22,34
200,22,40
201,22,42
202,22,43
203,22,44
204,23,28
205,23,29
206,23,31
207,23,33
208,23,35
209,23,37
210,23,42
211,23,44
212,23,45
213,24,28
214,24,32
215,24,33
216,24,38
217,24,40
218,24,41
219,24,49
220,25,26
221,25,31
222,25,32
223,25,34
224,25,41
225,25,45
226,25,49
227,26,27
228,26,28
229,26,33
230,26,34
231,26,41
232,26,44
233,26,45
234,27,29
235,27,32
236,27,34
237,27,37
238,27,38
239,27,40
240,27,42
241,27,48
242,28,37
243,28,41
244,28,42
245,28,45
246,28,49
247,29,33
248,29,38
249,30,43
250,30,49
251,31,37
252,31,38
253,31,41
254,32,37
255,32,47
256,32,48
257,32,49
258,33,36
259,33,39
260,33,40
261,33,46
262,34,36
263,34,37
264,34,45
265,34,47
266,35,36
267,35,37
268,35,39
269,35,40
270,35,42
271,36,37
272,36,38
273,36,41
274,36,43
275,37,40
276,37,45
277,37,46
278,37,47
279,38,41
280,38,42
281,38,44
282,38,47
283,38,49
284,39,41
285,39,47
286,39,49
287,40,43
288,41,42
289,41,45
290,41,46
291,42,44
292,42,48
293,42,49
294,44,47
295,45,48
296,45,49
297,46,47
298,47,49
299,48,49
