node,labels
1,8.76
0,7.876
96,7.78
2,7.566
99,7.558
4,7.516
98,7.116
12,6.832
17,6.812
16,6.754
37,6.67
3,6.598
8,6.554
5,6.414
11,6.314
21,6.284
6,6.248
27,6.248
97,6.244
28,6.226
7,6.042
30,6.026
9,5.984
19,5.938
10,5.88
20,5.86
25,5.786
32,5.73
13,5.666
18,5.606
95,5.498
23,5.328
36,5.3
35,5.294
22,5.292
34,5.258
14,5.228
33,5.206
26,5.176
42,5.158
77,5.154
60,5.15
59,5.04
94,5.02
24,4.95
53,4.91
79,4.88
72,4.876
43,4.862
29,4.85
83,4.818
39,4.8
81,4.76
51,4.76
31,4.734
41,4.724
38,4.65
91,4.65
76,4.624
78,4.596
54,4.592
15,4.57
62,4.536
46,4.524
75,4.504
74,4.502
80,4.444
61,4.44
55,4.414
63,4.396
73,4.394
67,4.39
58,4.38
69,4.364
56,4.312
71,4.25
49,4.238
47,4.196
44,4.184
48,4.15
92,4.14
68,4.12
86,4.096
57,4.074
52,4.046
90,3.92
85,3.916
93,3.914
70,3.886
82,3.818
45,3.708
88,3.698
66,3.696
65,3.668
84,3.656
40,3.646
89,3.634
50,3.578
87,3.57
64,3.436
