node,labels
3,10.592
72,9.806
30,8.716
1,8.45
25,8.434
28,7.834
8,7.758
9,7.408
96,7.27
40,7.138
15,7.076
62,6.834
68,6.756
97,6.736
66,6.644
19,6.632
82,6.598
91,6.588
64,6.47
2,6.424
47,6.324
11,6.318
41,6.27
46,6.162
79,6.096
5,6.064
63,5.976
58,5.932
65,5.928
0,5.786
33,5.72
90,5.612
52,5.588
55,5.544
13,5.456
56,5.422
61,5.368
89,5.318
20,5.308
92,5.252
67,5.104
39,5.054
29,5.032
32,4.916
77,4.9
73,4.864
57,4.81
38,4.806
49,4.746
78,4.648
83,4.57
60,4.554
99,4.49
69,4.472
42,4.46
22,4.432
54,4.372
44,4.346
26,4.31
23,4.184
53,4.136
51,3.992
80,3.99
24,3.988
81,3.96
34,3.636
45,3.594
4,3.564
31,3.554
86,3.524
88,3.502
18,3.48
21,3.408
74,3.408
98,3.362
70,3.31
6,3.3
75,3.258
16,3.21
95,3.176
14,3.156
94,3.138
7,3.126
17,3.072
93,2.98
35,2.922
59,2.78
71,2.74
50,2.684
43,2.61
48,2.5
10,2.412
85,2.402
12,2.394
36,2.2
27,1.924
76,1.828
84,1.56
37,1.554
87,1.488
